Date of Sale,Region,Product Type,Sales Channel,Customer Type,Sales Amount in US$,Units Sold,Marketing Spend in US$,Returning Customer,Total Revenue
2022-11-04,South America,CRM,Partner,Consumer,9753.0,5.0,1387.0,Yes,48765.0
2022-11-05,Australia,Database,Partner,Business,8747.0,2.0,1021.0,No,17494.0
2022-11-06,Australia,DevTools,Direct Sales,Consumer,2349.0,11.0,509.0,No,25839.0
2022-11-07,North America,Antivirus,Online,Business,180.0,1.0,553.0,No,180.0
2022-11-08,Asia,DevTools,Direct Sales,Consumer,4972.0,13.0,1496.0,No,64636.0
2022-11-09,Europe,Database,Direct Sales,Business,5360.0,5.0,1285.0,Yes,26800.0
2022-11-10,North America,Antivirus,Partner,Consumer,2092.0,18.0,1732.0,No,37656.0
2022-11-11,Europe,Antivirus,Online,Business,2918.0,14.0,951.0,Yes,40852.0
2022-11-12,Europe,DevTools,Online,Business,7675.0,13.0,1723.0,No,99775.0
2022-11-13,Asia,ERP,Partner,Business,4756.0,7.0,1138.0,No,33292.0
2022-11-14,Europe,CRM,Direct Sales,Consumer,3242.0,8.0,645.0,Yes,25936.0
2022-11-15,Europe,ERP,Partner,Business,6264.0,18.0,1967.0,Yes,112752.0
2022-11-16,Asia,DevTools,Online,Consumer,6562.0,7.0,1268.0,No,45934.0
2022-11-17,Europe,CRM,Partner,Business,7717.0,17.0,1444.0,No,131189.0
2022-11-18,Europe,ERP,Online,Business,1651.0,16.0,1506.0,No,26416.0
2022-11-19,Europe,CRM,Direct Sales,Consumer,7441.0,11.0,1044.0,No,81851.0
2022-11-20,North America,Antivirus,Online,Business,6034.0,19.0,1621.0,No,114646.0
2022-11-21,North America,ERP,Direct Sales,Consumer,670.0,1.0,1805.0,Yes,670.0
2022-11-22,North America,CRM,Direct Sales,Consumer,7797.0,8.0,1081.0,No,62376.0
2022-11-23,Asia,CRM,Online,Consumer,3892.0,1.0,1486.0,Yes,3892.0
2022-11-24,Australia,CRM,Online,Consumer,3371.0,9.0,1636.0,No,30339.0
2022-11-25,Europe,ERP,Direct Sales,Business,4536.0,19.0,785.0,No,86184.0
2022-11-26,Europe,Database,Partner,Business,3527.0,9.0,999.0,Yes,31743.0
2022-11-27,Asia,ERP,Online,Consumer,3449.0,10.0,663.0,No,34490.0
2022-11-28,Europe,DevTools,Direct Sales,Business,8100.0,11.0,1403.0,Yes,89100.0
2022-11-29,North America,ERP,Direct Sales,Business,1333.0,1.0,1701.0,Yes,1333.0
2022-11-30,Australia,CRM,Partner,Consumer,9709.0,8.0,1416.0,No,77672.0
2022-12-01,South America,Antivirus,Online,Business,5594.0,12.0,770.0,Yes,67128.0
2022-12-02,Europe,ERP,Direct Sales,Consumer,1911.0,1.0,1320.0,No,1911.0
2022-12-03,North America,ERP,Partner,Business,1399.0,10.0,1752.0,No,13990.0
2022-12-04,South America,CRM,Direct Sales,Business,5956.0,4.0,954.0,No,23824.0
2022-12-05,Australia,Antivirus,Online,Consumer,6367.0,15.0,1749.0,No,95505.0
2022-12-06,South America,Antivirus,Partner,Business,625.0,19.0,1677.0,No,11875.0
2022-12-07,North America,DevTools,Direct Sales,Business,2506.0,6.0,533.0,No,15036.0
2022-12-08,South America,ERP,Partner,Consumer,7975.0,5.0,859.0,No,39875.0
2022-12-09,Asia,Antivirus,Online,Business,591.0,5.0,1314.0,Yes,2955.0
2022-12-10,South America,Antivirus,Partner,Consumer,8565.0,18.0,1576.0,No,154170.0
2022-12-11,Europe,Database,Online,Business,6616.0,3.0,1821.0,Yes,19848.0
2022-12-12,Europe,Database,Direct Sales,Consumer,4401.0,2.0,1462.0,No,8802.0
2022-12-13,Asia,Antivirus,Online,Consumer,3530.0,4.0,1071.0,No,14120.0
2022-12-14,North America,DevTools,Direct Sales,Consumer,291.0,18.0,777.0,Yes,5238.0
2022-12-15,Europe,Antivirus,Direct Sales,Consumer,8270.0,9.0,1640.0,Yes,74430.0
2022-12-16,Australia,CRM,Online,Consumer,1513.0,19.0,810.0,Yes,28747.0
2022-12-17,Europe,ERP,Direct Sales,Business,3164.0,10.0,1543.0,Yes,31640.0
2022-12-18,Europe,DevTools,Partner,Business,5734.0,15.0,772.0,No,86010.0
2022-12-19,North America,CRM,Direct Sales,Consumer,2535.0,1.0,637.0,No,2535.0
2022-12-20,South America,DevTools,Online,Business,5022.0,11.0,877.0,Yes,55242.0
2022-12-21,Europe,CRM,Partner,Consumer,8112.0,14.0,927.0,No,113568.0
2022-12-22,Asia,ERP,Partner,Business,4758.0,10.0,1471.0,Yes,47580.0
2022-12-23,South America,ERP,Direct Sales,Business,9495.0,19.0,741.0,Yes,180405.0
2022-12-24,Australia,Database,Direct Sales,Consumer,8490.0,16.0,1895.0,Yes,135840.0
2022-12-25,North America,CRM,Online,Consumer,3397.0,8.0,1332.0,Yes,27176.0
2022-12-26,Australia,Database,Partner,Business,4060.0,2.0,1236.0,Yes,8120.0
2022-12-27,South America,CRM,Online,Business,4291.0,7.0,1152.0,No,30037.0
2022-12-28,South America,Database,Direct Sales,Consumer,6299.0,19.0,1350.0,Yes,119681.0
2022-12-29,South America,ERP,Partner,Business,2939.0,7.0,534.0,Yes,20573.0
2022-12-30,Australia,DevTools,Online,Business,9696.0,15.0,1985.0,No,145440.0
2022-12-31,South America,Database,Online,Consumer,6126.0,8.0,1336.0,Yes,49008.0
2022-01-01,Australia,CRM,Online,Business,4054.0,14.0,553.0,Yes,56756.0
2022-01-02,South America,CRM,Online,Consumer,6486.0,1.0,1385.0,No,6486.0
2022-01-03,Asia,ERP,Online,Consumer,4015.0,13.0,1156.0,No,52195.0
2022-01-04,South America,CRM,Partner,Consumer,8196.0,3.0,536.0,No,24588.0
2022-01-05,Australia,Antivirus,Online,Business,5722.0,6.0,1887.0,No,34332.0
2022-01-06,Europe,DevTools,Partner,Business,516.0,19.0,516.0,No,9804.0
2022-01-07,South America,Database,Online,Consumer,1850.0,15.0,1367.0,Yes,27750.0
2022-01-08,Europe,DevTools,Direct Sales,Consumer,8663.0,4.0,1943.0,Yes,34652.0
2022-01-09,Asia,ERP,Direct Sales,Business,5673.0,3.0,856.0,Yes,17019.0
2022-01-10,North America,Database,Online,Business,9508.0,4.0,881.0,No,38032.0
2022-01-11,Asia,Database,Direct Sales,Business,817.0,5.0,501.0,No,4085.0
2022-01-12,South America,Antivirus,Partner,Consumer,3023.0,18.0,600.0,No,54414.0
2022-01-13,Europe,ERP,Online,Consumer,2016.0,10.0,567.0,No,20160.0
2022-01-14,Europe,CRM,Partner,Business,5583.0,8.0,1734.0,No,44664.0
2022-01-15,Australia,Antivirus,Online,Business,3890.0,12.0,1755.0,No,46680.0
2022-01-16,Europe,Antivirus,Direct Sales,Business,1657.0,3.0,1590.0,Yes,4971.0
2022-01-17,Australia,DevTools,Partner,Consumer,6463.0,18.0,1029.0,No,116334.0
2022-01-18,North America,DevTools,Direct Sales,Consumer,5409.0,8.0,1732.0,Yes,43272.0
2022-01-19,South America,DevTools,Direct Sales,Business,2820.0,1.0,1310.0,Yes,2820.0
2022-01-20,Australia,Antivirus,Online,Business,4850.0,14.0,956.0,Yes,67900.0
2022-01-21,North America,CRM,Partner,Consumer,7483.0,13.0,1156.0,No,97279.0
2022-01-22,Europe,Database,Direct Sales,Consumer,2132.0,12.0,599.0,No,25584.0
2022-01-23,Europe,DevTools,Online,Business,3000.0,3.0,1917.0,No,9000.0
2022-01-24,North America,CRM,Online,Business,3526.0,18.0,1429.0,No,63468.0
2022-01-25,Europe,ERP,Online,Business,7493.0,13.0,1597.0,No,97409.0
2022-01-26,North America,DevTools,Direct Sales,Consumer,8485.0,15.0,1515.0,Yes,127275.0
2022-01-27,Australia,Database,Online,Business,3826.0,10.0,1502.0,Yes,38260.0
2022-01-28,Australia,ERP,Partner,Consumer,3037.0,1.0,526.0,No,3037.0
2022-01-29,North America,ERP,Partner,Consumer,8906.0,6.0,1288.0,Yes,53436.0
2022-01-30,Australia,Database,Direct Sales,Business,9994.0,9.0,1733.0,Yes,89946.0
2022-01-31,Australia,DevTools,Partner,Business,6737.0,10.0,567.0,No,67370.0
2022-02-01,Australia,Antivirus,Online,Consumer,9901.0,15.0,1934.0,Yes,148515.0
2022-02-02,Asia,Database,Direct Sales,Business,6634.0,9.0,1136.0,Yes,59706.0
2022-02-03,South America,Database,Online,Consumer,7361.0,14.0,935.0,No,103054.0
2022-02-04,Europe,Database,Direct Sales,Business,3948.0,11.0,1298.0,Yes,43428.0
2022-02-05,Asia,ERP,Direct Sales,Business,4386.0,7.0,1702.0,No,30702.0
2022-02-06,Australia,CRM,Online,Business,1527.0,2.0,1212.0,No,3054.0
2022-02-07,North America,Antivirus,Partner,Business,8245.0,14.0,1468.0,No,115430.0
2022-02-08,Australia,DevTools,Partner,Consumer,9317.0,6.0,1250.0,Yes,55902.0
2022-02-09,South America,DevTools,Direct Sales,Consumer,6272.0,5.0,1447.0,Yes,31360.0
2022-02-10,Australia,CRM,Online,Consumer,3502.0,5.0,707.0,Yes,17510.0
2022-02-11,North America,Database,Online,Business,1625.0,19.0,558.0,No,30875.0
2022-02-12,South America,Antivirus,Direct Sales,Consumer,2725.0,19.0,705.0,Yes,51775.0
2022-02-13,Australia,DevTools,Partner,Consumer,2629.0,6.0,929.0,Yes,15774.0
2022-02-14,South America,DevTools,Online,Consumer,6174.0,10.0,880.0,No,61740.0
2022-02-15,Europe,Database,Partner,Business,9456.0,14.0,1423.0,No,132384.0
2022-02-16,Europe,CRM,Partner,Consumer,578.0,17.0,1184.0,No,9826.0
2022-02-17,Australia,Antivirus,Direct Sales,Business,110.0,3.0,558.0,Yes,330.0
2022-02-18,South America,CRM,Direct Sales,Business,6042.0,1.0,552.0,No,6042.0
2022-02-19,North America,CRM,Partner,Consumer,2912.0,10.0,636.0,Yes,29120.0
2022-02-20,Australia,Antivirus,Online,Business,8817.0,3.0,1030.0,No,26451.0
2022-02-21,Europe,Antivirus,Online,Consumer,3340.0,5.0,509.0,No,16700.0
2022-02-22,Europe,DevTools,Direct Sales,Consumer,2968.0,19.0,1241.0,No,56392.0
2022-02-23,Australia,DevTools,Partner,Consumer,2768.0,10.0,1041.0,No,27680.0
2022-02-24,South America,Antivirus,Online,Consumer,1534.0,16.0,1333.0,Yes,24544.0
2022-02-25,Europe,ERP,Online,Consumer,5857.0,1.0,1581.0,Yes,5857.0
2022-02-26,South America,DevTools,Direct Sales,Business,1765.0,6.0,876.0,Yes,10590.0
2022-02-27,Europe,ERP,Partner,Consumer,4304.0,9.0,736.0,No,38736.0
2022-02-28,Europe,Antivirus,Online,Business,4664.0,5.0,917.0,Yes,23320.0
2022-03-01,Asia,DevTools,Direct Sales,Consumer,303.0,14.0,503.0,No,4242.0
2022-03-02,Europe,CRM,Online,Consumer,266.0,10.0,680.0,No,2660.0
2022-03-03,North America,Antivirus,Online,Consumer,5250.0,2.0,1626.0,Yes,10500.0
2022-03-04,Australia,Database,Online,Business,6991.0,5.0,834.0,No,34955.0
2022-03-05,Australia,ERP,Direct Sales,Business,9427.0,1.0,1991.0,No,9427.0
2022-03-06,South America,Antivirus,Partner,Business,1873.0,10.0,752.0,Yes,18730.0
2022-03-07,Europe,Antivirus,Direct Sales,Business,1122.0,9.0,1683.0,Yes,10098.0
2022-03-08,North America,DevTools,Partner,Consumer,616.0,3.0,1558.0,No,1848.0
2022-03-09,South America,DevTools,Online,Consumer,4417.0,15.0,983.0,Yes,66255.0
2022-03-10,Asia,DevTools,Partner,Business,6269.0,4.0,996.0,No,25076.0
2022-03-11,South America,Database,Online,Business,8421.0,13.0,1345.0,Yes,109473.0
2022-03-12,South America,DevTools,Online,Business,6858.0,6.0,1779.0,No,41148.0
2022-03-13,Europe,Antivirus,Direct Sales,Consumer,2163.0,17.0,1079.0,No,36771.0
2022-03-14,Asia,DevTools,Online,Business,4672.0,5.0,592.0,No,23360.0
2022-03-15,South America,CRM,Direct Sales,Business,9112.0,15.0,1062.0,Yes,136680.0
2022-03-16,North America,DevTools,Partner,Consumer,3335.0,8.0,811.0,Yes,26680.0
2022-03-17,North America,Database,Partner,Business,5037.0,5.0,1909.0,No,25185.0
2022-03-18,Australia,CRM,Online,Consumer,9590.0,13.0,1546.0,Yes,124670.0
2022-03-19,Asia,Antivirus,Direct Sales,Consumer,7374.0,1.0,576.0,Yes,7374.0
2022-03-20,Asia,Antivirus,Online,Consumer,7503.0,1.0,939.0,Yes,7503.0
2022-03-21,Australia,ERP,Direct Sales,Consumer,2598.0,7.0,575.0,No,18186.0
2022-03-22,South America,CRM,Direct Sales,Consumer,4206.0,5.0,1745.0,Yes,21030.0
2022-03-23,Asia,ERP,Direct Sales,Business,915.0,14.0,1859.0,Yes,12810.0
2022-03-24,North America,CRM,Partner,Business,6105.0,15.0,668.0,Yes,91575.0
2022-03-25,North America,CRM,Direct Sales,Consumer,1127.0,17.0,1160.0,No,19159.0
2022-03-26,Europe,Database,Partner,Consumer,8376.0,18.0,1898.0,No,150768.0
2022-03-27,Asia,ERP,Direct Sales,Business,8164.0,7.0,718.0,No,57148.0
2022-03-28,South America,Database,Partner,Business,5383.0,18.0,938.0,Yes,96894.0
2022-03-29,Australia,CRM,Partner,Consumer,1498.0,19.0,956.0,No,28462.0
2022-03-30,Australia,Antivirus,Partner,Business,353.0,7.0,545.0,Yes,2471.0
2022-03-31,South America,CRM,Online,Business,7987.0,8.0,554.0,Yes,63896.0
2022-04-01,Europe,Database,Direct Sales,Consumer,6041.0,13.0,1929.0,No,78533.0
2022-04-02,Australia,ERP,Online,Business,7138.0,18.0,1357.0,Yes,128484.0
2022-04-03,Asia,ERP,Direct Sales,Business,3108.0,11.0,960.0,No,34188.0
2022-04-04,Europe,Database,Direct Sales,Business,5144.0,9.0,1068.0,Yes,46296.0
2022-04-05,Asia,ERP,Online,Business,7497.0,1.0,1572.0,Yes,7497.0
2022-04-06,North America,DevTools,Partner,Consumer,4679.0,8.0,1050.0,Yes,37432.0
2022-04-07,Europe,Antivirus,Direct Sales,Business,6054.0,12.0,842.0,Yes,72648.0
2022-04-08,Australia,Antivirus,Partner,Consumer,7918.0,2.0,653.0,Yes,15836.0
2022-04-09,Europe,Antivirus,Online,Business,2231.0,15.0,1593.0,No,33465.0
2022-04-10,Europe,ERP,Partner,Consumer,753.0,18.0,771.0,No,13554.0
2022-04-11,Europe,ERP,Direct Sales,Consumer,5365.0,17.0,604.0,No,91205.0
2022-04-12,Europe,CRM,Direct Sales,Business,715.0,15.0,1140.0,No,10725.0
2022-04-13,Asia,CRM,Direct Sales,Consumer,7689.0,9.0,559.0,Yes,69201.0
2022-04-14,North America,Antivirus,Online,Consumer,7220.0,3.0,1947.0,Yes,21660.0
2022-04-15,South America,DevTools,Direct Sales,Consumer,8829.0,19.0,1441.0,No,167751.0
2022-04-16,Europe,CRM,Online,Consumer,6432.0,18.0,729.0,No,115776.0
2022-04-17,Australia,CRM,Partner,Consumer,765.0,8.0,759.0,Yes,6120.0
2022-04-18,Europe,ERP,Direct Sales,Business,2606.0,1.0,1355.0,No,2606.0
2022-04-19,Australia,DevTools,Direct Sales,Consumer,8099.0,15.0,1035.0,Yes,121485.0
2022-04-20,Asia,Antivirus,Direct Sales,Consumer,1755.0,19.0,1661.0,Yes,33345.0
2022-04-21,Australia,CRM,Partner,Business,7015.0,10.0,1319.0,No,70150.0
2022-04-22,South America,DevTools,Direct Sales,Business,7825.0,12.0,1150.0,Yes,93900.0
2022-04-23,North America,DevTools,Online,Consumer,3368.0,6.0,1944.0,Yes,20208.0
2022-04-24,Australia,Antivirus,Partner,Business,3291.0,13.0,1086.0,No,42783.0
2022-04-25,Australia,DevTools,Partner,Business,5622.0,4.0,1101.0,No,22488.0
2022-04-26,North America,DevTools,Partner,Business,8627.0,13.0,1499.0,Yes,112151.0
2022-04-27,South America,DevTools,Partner,Business,2317.0,17.0,1714.0,No,39389.0
2022-04-28,Europe,CRM,Partner,Business,9418.0,1.0,1439.0,Yes,9418.0
2022-04-29,Australia,Antivirus,Online,Business,6031.0,5.0,1548.0,No,30155.0
2022-04-30,North America,DevTools,Partner,Consumer,9922.0,17.0,1059.0,Yes,168674.0
2022-05-01,Asia,DevTools,Direct Sales,Consumer,987.0,18.0,1219.0,Yes,17766.0
2022-05-02,North America,CRM,Partner,Business,1353.0,7.0,796.0,Yes,9471.0
2022-05-03,Asia,Antivirus,Partner,Business,8284.0,16.0,1520.0,Yes,132544.0
2022-05-04,South America,ERP,Partner,Consumer,8661.0,8.0,832.0,Yes,69288.0
2022-05-05,Europe,CRM,Partner,Business,4510.0,12.0,502.0,Yes,54120.0
2022-05-06,North America,Antivirus,Partner,Consumer,7169.0,14.0,1901.0,Yes,100366.0
2022-05-07,Australia,DevTools,Online,Business,8689.0,19.0,959.0,Yes,165091.0
2022-05-08,South America,Antivirus,Online,Consumer,527.0,11.0,795.0,Yes,5797.0
2022-05-09,North America,Antivirus,Partner,Consumer,5782.0,12.0,902.0,No,69384.0
2022-05-10,Australia,Antivirus,Online,Business,8549.0,13.0,996.0,Yes,111137.0
2022-05-11,North America,ERP,Direct Sales,Business,4042.0,8.0,1212.0,No,32336.0
2022-05-12,Asia,Antivirus,Partner,Business,3094.0,1.0,604.0,No,3094.0
2022-05-13,North America,ERP,Direct Sales,Business,7977.0,9.0,579.0,No,71793.0
2022-05-14,North America,DevTools,Direct Sales,Consumer,3424.0,2.0,939.0,Yes,6848.0
2022-05-15,North America,ERP,Partner,Business,131.0,14.0,944.0,Yes,1834.0
2022-05-16,South America,DevTools,Direct Sales,Consumer,9600.0,13.0,676.0,No,124800.0
2022-05-17,North America,DevTools,Direct Sales,Business,5962.0,16.0,1107.0,Yes,95392.0
2022-05-18,Australia,ERP,Direct Sales,Consumer,8213.0,2.0,926.0,Yes,16426.0
2022-05-19,Asia,CRM,Partner,Business,8270.0,4.0,539.0,Yes,33080.0
2022-05-20,Asia,Database,Partner,Business,757.0,12.0,1829.0,Yes,9084.0
2022-05-21,North America,Antivirus,Direct Sales,Consumer,1792.0,16.0,1829.0,Yes,28672.0
2022-05-22,South America,Database,Partner,Business,3180.0,10.0,814.0,Yes,31800.0
2022-05-23,South America,Antivirus,Partner,Business,3275.0,3.0,744.0,No,9825.0
2022-05-24,Australia,Antivirus,Direct Sales,Business,6622.0,4.0,1321.0,No,26488.0
2022-05-25,North America,DevTools,Partner,Business,6269.0,6.0,1446.0,No,37614.0
2022-05-26,Asia,Antivirus,Online,Business,4996.0,5.0,1936.0,No,24980.0
2022-05-27,South America,Antivirus,Partner,Consumer,2192.0,18.0,1066.0,No,39456.0
2022-05-28,North America,ERP,Online,Business,3882.0,3.0,1427.0,Yes,11646.0
2022-05-29,South America,Database,Direct Sales,Consumer,5482.0,10.0,1817.0,Yes,54820.0
2022-05-30,South America,ERP,Partner,Business,4733.0,11.0,1175.0,Yes,52063.0
2022-05-31,Asia,Antivirus,Direct Sales,Business,1360.0,19.0,684.0,No,25840.0
2022-06-01,Europe,DevTools,Direct Sales,Consumer,6530.0,14.0,1066.0,No,91420.0
2022-06-02,Australia,ERP,Direct Sales,Consumer,823.0,11.0,705.0,Yes,9053.0
2022-06-03,Australia,ERP,Direct Sales,Consumer,3844.0,4.0,525.0,No,15376.0
2022-06-04,Asia,CRM,Direct Sales,Consumer,7129.0,6.0,1627.0,Yes,42774.0
2022-06-05,South America,Antivirus,Partner,Consumer,298.0,17.0,858.0,Yes,5066.0
2022-06-06,North America,DevTools,Online,Business,5743.0,19.0,503.0,Yes,109117.0
2022-06-07,South America,ERP,Partner,Consumer,3412.0,13.0,1809.0,No,44356.0
2022-06-08,Asia,ERP,Partner,Consumer,187.0,10.0,1166.0,No,1870.0
2022-06-09,Australia,DevTools,Partner,Business,1985.0,11.0,858.0,Yes,21835.0
2022-06-10,South America,Antivirus,Partner,Business,9415.0,6.0,894.0,Yes,56490.0
2022-06-11,Australia,CRM,Online,Consumer,5259.0,2.0,861.0,No,10518.0
2022-06-12,North America,ERP,Partner,Consumer,9973.0,1.0,792.0,No,9973.0
2022-06-13,Australia,CRM,Direct Sales,Consumer,5296.0,11.0,1762.0,No,58256.0
2022-06-14,Australia,Database,Partner,Business,5485.0,16.0,755.0,No,87760.0
2022-06-15,Europe,Antivirus,Partner,Consumer,3979.0,3.0,1343.0,Yes,11937.0
2022-06-16,Europe,Database,Online,Business,3169.0,5.0,616.0,Yes,15845.0
2022-06-17,Europe,Database,Online,Business,2590.0,15.0,1924.0,No,38850.0
2022-06-18,Australia,Database,Direct Sales,Business,3500.0,15.0,1405.0,No,52500.0
2022-06-19,Asia,Antivirus,Partner,Business,4653.0,4.0,1855.0,No,18612.0
2022-06-20,Australia,Antivirus,Partner,Consumer,2001.0,4.0,1097.0,No,8004.0
2022-06-21,Asia,DevTools,Partner,Business,2326.0,8.0,1716.0,Yes,18608.0
2022-06-22,Asia,CRM,Direct Sales,Business,2788.0,7.0,1780.0,No,19516.0
2022-06-23,Europe,CRM,Online,Consumer,4548.0,17.0,1554.0,No,77316.0
2022-06-24,South America,DevTools,Direct Sales,Business,6563.0,15.0,639.0,Yes,98445.0
2022-06-25,North America,DevTools,Partner,Consumer,8576.0,5.0,524.0,No,42880.0
2022-06-26,Europe,Database,Online,Business,2943.0,13.0,753.0,Yes,38259.0
2022-06-27,Europe,DevTools,Online,Consumer,1919.0,4.0,677.0,Yes,7676.0
2022-06-28,South America,ERP,Direct Sales,Business,3851.0,17.0,1588.0,Yes,65467.0
2022-06-29,North America,CRM,Online,Business,8954.0,17.0,1336.0,No,152218.0
2022-06-30,Australia,DevTools,Online,Consumer,198.0,14.0,1289.0,Yes,2772.0
2022-07-01,Australia,ERP,Partner,Business,6811.0,14.0,879.0,No,95354.0
2022-07-02,Europe,ERP,Partner,Business,4824.0,17.0,732.0,No,82008.0
2022-07-03,North America,ERP,Online,Consumer,1694.0,8.0,810.0,Yes,13552.0
2022-07-04,Europe,ERP,Online,Business,3278.0,2.0,1100.0,Yes,6556.0
2022-07-05,Asia,Database,Direct Sales,Business,2327.0,13.0,1610.0,Yes,30251.0
2022-07-06,Europe,ERP,Direct Sales,Consumer,8791.0,16.0,882.0,No,140656.0
2022-07-07,Europe,Database,Online,Consumer,4871.0,16.0,1548.0,No,77936.0
2022-07-08,Australia,Database,Partner,Consumer,5675.0,6.0,1237.0,Yes,34050.0
2022-07-09,Australia,ERP,Online,Consumer,5978.0,4.0,1828.0,No,23912.0
2022-07-10,Australia,CRM,Online,Consumer,6432.0,3.0,849.0,Yes,19296.0
2022-07-11,Asia,ERP,Partner,Business,5006.0,6.0,1176.0,No,30036.0
2022-07-12,Australia,ERP,Partner,Consumer,277.0,4.0,645.0,No,1108.0
2022-07-13,North America,ERP,Direct Sales,Business,3414.0,18.0,1003.0,No,61452.0
2022-07-14,South America,CRM,Direct Sales,Consumer,1920.0,6.0,1260.0,No,11520.0
2022-07-15,North America,Antivirus,Direct Sales,Business,6833.0,5.0,1599.0,Yes,34165.0
2022-07-16,North America,Antivirus,Direct Sales,Business,661.0,9.0,797.0,Yes,5949.0
2022-07-17,Australia,Database,Partner,Consumer,5682.0,11.0,827.0,Yes,62502.0
2022-07-18,South America,Database,Online,Business,2185.0,6.0,1447.0,No,13110.0
2022-07-19,South America,CRM,Direct Sales,Business,9494.0,16.0,1074.0,No,151904.0
2022-07-20,South America,DevTools,Direct Sales,Consumer,3422.0,19.0,1223.0,Yes,65018.0
2022-07-21,Asia,Antivirus,Partner,Consumer,3320.0,11.0,1754.0,Yes,36520.0
2022-07-22,Australia,Database,Partner,Consumer,9242.0,15.0,1249.0,Yes,138630.0
2022-07-23,South America,Antivirus,Online,Consumer,4232.0,9.0,1479.0,No,38088.0
2022-07-24,Asia,CRM,Online,Business,9632.0,19.0,1485.0,Yes,183008.0
2022-07-25,Europe,CRM,Partner,Business,339.0,19.0,1705.0,Yes,6441.0
2022-07-26,Europe,DevTools,Direct Sales,Business,3133.0,9.0,1457.0,Yes,28197.0
2022-07-27,Asia,DevTools,Direct Sales,Business,6695.0,4.0,597.0,Yes,26780.0
2022-07-28,Asia,CRM,Direct Sales,Business,8919.0,10.0,1013.0,Yes,89190.0
2022-07-29,Australia,Database,Online,Business,2638.0,9.0,1984.0,Yes,23742.0
2022-07-30,Australia,Antivirus,Direct Sales,Consumer,9312.0,19.0,795.0,Yes,176928.0
2022-07-31,Europe,ERP,Direct Sales,Business,5982.0,15.0,1380.0,Yes,89730.0
2022-08-01,South America,DevTools,Partner,Business,8030.0,19.0,1764.0,Yes,152570.0
2022-08-02,Europe,ERP,Direct Sales,Business,4032.0,2.0,1380.0,No,8064.0
2022-08-03,South America,Database,Partner,Consumer,2201.0,10.0,1058.0,Yes,22010.0
